station_name,line,borough,segment,unique_key,station_key,station_key_split,line_designators_str
104 St,J,Q,Jamaica,J104 StJamaica,104_St|J_Z,J|104_St|J_Z,J_Z
104 St,Z,Q,Jamaica,Z104 StJamaica,104_St|J_Z,Z|104_St|J_Z,J_Z
Woodhaven Blvd,J,Q,Jamaica,JWoodhaven BlvdJamaica,Woodhaven_Blvd|J_Z,J|Woodhaven_Blvd|J_Z,J_Z
Woodhaven Blvd,Z,Q,Jamaica,ZWoodhaven BlvdJamaica,Woodhaven_Blvd|J_Z,Z|Woodhaven_Blvd|J_Z,J_Z
85 St-Forest Pkwy,J,Q,Jamaica,J85 St-Forest PkwyJamaica,85_St_Forest_Pkwy|J,J|85_St_Forest_Pkwy|J,J
75 St-Elderts Ln,J,Q,Jamaica,J75 St-Elderts LnJamaica,75_St_Elderts_Ln|J_Z,J|75_St_Elderts_Ln|J_Z,J_Z
75 St-Elderts Ln,Z,Q,Jamaica,Z75 St-Elderts LnJamaica,75_St_Elderts_Ln|J_Z,Z|75_St_Elderts_Ln|J_Z,J_Z
Cypress Hills,J,B,Jamaica,JCypress HillsJamaica,Cypress_Hills|J,J|Cypress_Hills|J,J
Crescent St,J,B,Jamaica,JCrescent StJamaica,Crescent_St|J_Z,J|Crescent_St|J_Z,J_Z
Crescent St,Z,B,Jamaica,ZCrescent StJamaica,Crescent_St|J_Z,Z|Crescent_St|J_Z,J_Z
Norwood Av,J,B,Jamaica,JNorwood AvJamaica,Norwood_Av|J_Z,J|Norwood_Av|J_Z,J_Z
Norwood Av,Z,B,Jamaica,ZNorwood AvJamaica,Norwood_Av|J_Z,Z|Norwood_Av|J_Z,J_Z
Cleveland St,J,B,Jamaica,JCleveland StJamaica,Cleveland_St|J,J|Cleveland_St|J,J
Van Siclen Av,J,B,Jamaica,JVan Siclen AvJamaica,Van_Siclen_Av|J_Z,J|Van_Siclen_Av|J_Z,J_Z
Van Siclen Av,Z,B,Jamaica,ZVan Siclen AvJamaica,Van_Siclen_Av|J_Z,Z|Van_Siclen_Av|J_Z,J_Z
Alabama Av,J,B,Jamaica,JAlabama AvJamaica,Alabama_Av|J,J|Alabama_Av|J,J
Chauncey St,J,B,Jamaica,JChauncey StJamaica,Chauncey_St|J_Z,J|Chauncey_St|J_Z,J_Z
Chauncey St,Z,B,Jamaica,ZChauncey StJamaica,Chauncey_St|J_Z,Z|Chauncey_St|J_Z,J_Z
Halsey St,J,B,Jamaica,JHalsey StJamaica,Halsey_St|J,J|Halsey_St|J,J
Gates Av,J,B,Jamaica,JGates AvJamaica,Gates_Av|J_Z,J|Gates_Av|J_Z,J_Z
Gates Av,Z,B,Jamaica,ZGates AvJamaica,Gates_Av|J_Z,Z|Gates_Av|J_Z,J_Z
Kosciuszko St,J,B,Jamaica,JKosciuszko StJamaica,Kosciuszko_St|J,J|Kosciuszko_St|J,J
Myrtle Av,J,B,Jamaica,JMyrtle AvJamaica,Myrtle_Av|J_M_Z,J|Myrtle_Av|J_M_Z,J_M_Z
Myrtle Av,M,B,Jamaica,MMyrtle AvJamaica,Myrtle_Av|J_M_Z,M|Myrtle_Av|J_M_Z,J_M_Z
Myrtle Av,Z,B,Jamaica,ZMyrtle AvJamaica,Myrtle_Av|J_M_Z,Z|Myrtle_Av|J_M_Z,J_M_Z
Flushing Av,J,B,Jamaica,JFlushing AvJamaica,Flushing_Av|J_M,J|Flushing_Av|J_M,J_M
Flushing Av,M,B,Jamaica,MFlushing AvJamaica,Flushing_Av|J_M,M|Flushing_Av|J_M,J_M
Lorimer St,J,B,Jamaica,JLorimer StJamaica,Lorimer_St|J_M,J|Lorimer_St|J_M,J_M
Lorimer St,M,B,Jamaica,MLorimer StJamaica,Lorimer_St|J_M,M|Lorimer_St|J_M,J_M
Hewes St,J,B,Jamaica,JHewes StJamaica,Hewes_St|J_M,J|Hewes_St|J_M,J_M
Hewes St,M,B,Jamaica,MHewes StJamaica,Hewes_St|J_M,M|Hewes_St|J_M,J_M
Marcy Av,J,B,Jamaica,JMarcy AvJamaica,Marcy_Av|J_M_Z,J|Marcy_Av|J_M_Z,J_M_Z
Marcy Av,M,B,Jamaica,MMarcy AvJamaica,Marcy_Av|J_M_Z,M|Marcy_Av|J_M_Z,J_M_Z
Marcy Av,Z,B,Jamaica,ZMarcy AvJamaica,Marcy_Av|J_M_Z,Z|Marcy_Av|J_M_Z,J_M_Z
Middle Village-Metropolitan Av,M,Q,Myrtle Av,MMiddle Village-Metropolitan AvMyrtle Av,Middle_Village_Metropolitan_Av|M,M|Middle_Village_Metropolitan_Av|M,M
Fresh Pond Rd,M,Q,Myrtle Av,MFresh Pond RdMyrtle Av,Fresh_Pond_Rd|M,M|Fresh_Pond_Rd|M,M
Forest Av,M,Q,Myrtle Av,MForest AvMyrtle Av,Forest_Av|M,M|Forest_Av|M,M
Seneca Av,M,Q,Myrtle Av,MSeneca AvMyrtle Av,Seneca_Av|M,M|Seneca_Av|M,M
Knickerbocker Av,M,B,Myrtle Av,MKnickerbocker AvMyrtle Av,Knickerbocker_Av|M,M|Knickerbocker_Av|M,M
Central Av,M,B,Myrtle Av,MCentral AvMyrtle Av,Central_Av|M,M|Central_Av|M,M
Canarsie-Rockaway Pkwy,L,B,Canarsie,LCanarsie-Rockaway PkwyCanarsie,Canarsie_Rockaway_Pkwy|L,L|Canarsie_Rockaway_Pkwy|L,L
East 105 St,L,B,Canarsie,LEast 105 StCanarsie,East_105_St|L,L|East_105_St|L,L
New Lots Av,L,B,Canarsie,LNew Lots AvCanarsie,New_Lots_Av|L,L|New_Lots_Av|L,L
Livonia Av,L,B,Canarsie,LLivonia AvCanarsie,Livonia_Av|L,L|Livonia_Av|L,L
Sutter Av,L,B,Canarsie,LSutter AvCanarsie,Sutter_Av|L,L|Sutter_Av|L,L
Atlantic Av,L,B,Canarsie,LAtlantic AvCanarsie,Atlantic_Av|L,L|Atlantic_Av|L,L
Bushwick Av-Aberdeen St,L,B,Canarsie,LBushwick Av-Aberdeen StCanarsie,Bushwick_Av_Aberdeen_St|L,L|Bushwick_Av_Aberdeen_St|L,L
Wilson Av,L,B,Canarsie,LWilson AvCanarsie,Wilson_Av|L,L|Wilson_Av|L,L
Halsey St,L,B,Canarsie,LHalsey StCanarsie,Halsey_St|L,L|Halsey_St|L,L
DeKalb Av,L,B,Canarsie,LDeKalb AvCanarsie,DeKalb_Av|L,L|DeKalb_Av|L,L
Jefferson St,L,B,Canarsie,LJefferson StCanarsie,Jefferson_St|L,L|Jefferson_St|L,L
Morgan Av,L,B,Canarsie,LMorgan AvCanarsie,Morgan_Av|L,L|Morgan_Av|L,L
Montrose Av,L,B,Canarsie,LMontrose AvCanarsie,Montrose_Av|L,L|Montrose_Av|L,L
Grand St,L,B,Canarsie,LGrand StCanarsie,Grand_St|L,L|Grand_St|L,L
Graham Av,L,B,Canarsie,LGraham AvCanarsie,Graham_Av|L,L|Graham_Av|L,L
Bedford Av,L,B,Canarsie,LBedford AvCanarsie,Bedford_Av|L,L|Bedford_Av|L,L
Flushing-Main St,7,Q,Flushing (Queens),7Flushing-Main StFlushing (Queens),Flushing_Main_St|7,7|Flushing_Main_St|7,7
Mets-Willets Point,7,Q,Flushing (Queens),7Mets-Willets PointFlushing (Queens),Mets_Willets_Point|7,7|Mets_Willets_Point|7,7
111 St,7,Q,Flushing (Queens),7111 StFlushing (Queens),111_St|7,7|111_St|7,7
103 St-Corona Plaza,7,Q,Flushing (Queens),7103 St-Corona PlazaFlushing (Queens),103_St_Corona_Plaza|7,7|103_St_Corona_Plaza|7,7
Junction Blvd,7,Q,Flushing (Queens),7Junction BlvdFlushing (Queens),Junction_Blvd|7,7|Junction_Blvd|7,7
90 St-Elmhurst Av,7,Q,Flushing (Queens),790 St-Elmhurst AvFlushing (Queens),90_St_Elmhurst_Av|7,7|90_St_Elmhurst_Av|7,7
82 St-Jackson Hts,7,Q,Flushing (Queens),782 St-Jackson HtsFlushing (Queens),82_St_Jackson_Hts|7,7|82_St_Jackson_Hts|7,7
69 St,7,Q,Flushing (Queens),769 StFlushing (Queens),69_St|7,7|69_St|7,7
Woodside-61 St,7,Q,Flushing (Queens),7Woodside-61 StFlushing (Queens),Woodside_61_St|7,7|Woodside_61_St|7,7
52 St,7,Q,Flushing (Queens),752 StFlushing (Queens),52_St|7,7|52_St|7,7
46 St-Bliss St,7,Q,Flushing (Queens),746 St-Bliss StFlushing (Queens),46_St_Bliss_St|7,7|46_St_Bliss_St|7,7
40 St-Lowery St,7,Q,Flushing (Queens),740 St-Lowery StFlushing (Queens),40_St_Lowery_St|7,7|40_St_Lowery_St|7,7
33 St-Rawson St,7,Q,Flushing (Queens),733 St-Rawson StFlushing (Queens),33_St_Rawson_St|7,7|33_St_Rawson_St|7,7
Hunters Point Av,7,Q,Flushing (Queens),7Hunters Point AvFlushing (Queens),Hunters_Point_Av|7,7|Hunters_Point_Av|7,7
Vernon Blvd-Jackson Av,7,Q,Flushing (Queens),7Vernon Blvd-Jackson AvFlushing (Queens),Vernon_Blvd_Jackson_Av|7,7|Vernon_Blvd_Jackson_Av|7,7
