Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
BK,Bergen St,Eastern Pkwy Line,8/23/1920,,,1206130,1203076,1209976,1204263,1220672,1171614,1061565,1089569,1116772,1182627,1124646,1021356,936706,830753,766191,703568,635516,581593,615829,613986,561733,545302,528959,554103,583813,653643,808974,958712,1018497,1029306,915582,870080,863216,877873,882372,938282,896132,840420
BK,Atlantic Av,Eastern Pkwy Line,5/1/1908,,See Downtown Brooklyn Transfer: Atlantic Av/Pacific St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Nevins St,Eastern Pkwy Line,5/1/1908,,,3003583,3059495,2918137,2807311,2801240,2684620,2437618,2606096,2712161,2857333,2646154,2499487,2394005,2362381,2326995,2152895,2056162,2092580,2196829,2314790,2281166,2382993,2260217,2318927,2344973,2640118,2756041,3008502,3123453,2984110,2866392,1894152,2044420,2807131,2948415,2937687,2880686,2867843
BK,Hoyt St,Eastern Pkwy Line,5/1/1908,,,2781511,2844402,2843742,2907333,2943916,2881374,2808097,2989958,3053660,3187569,2907555,2893001,2776609,2573721,2513288,2286773,2111819,2004807,2039800,1968332,1759641,1530127,1414684,1384946,1280758,1323861,1415273,1647638,1706956,1610117,1498692,1800681,1764193,1692119,1703632,1617362,1529556,1519358
BK,Borough Hall,Eastern Pkwy Line,1/9/1908,,See Downtown Brooklyn Transfer: Court St/Borough Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Clark St,Eastern Pkwy Line,4/5/1919,,,2449147,2377731,2247417,2091713,2025770,1861502,1781715,1881703,1957356,1980564,1717675,1580849,1429209,1353823,1307280,1194511,1164947,1173793,1241615,1251089,1246189,1219650,1178654,1217370,1210947,1198827,1290797,1332846,1390307,1379742,1216193,1174852,1107258,1058447,1082397,1073199,1104944,1230685
,Eastern Pkwy Line Total,Eastern Pkwy Line,,,,12843410,12925060,12627169,12381209,12423503,11942274,11227107,11917199,12377480,13002835,12088245,11637043,10950769,10341509,10010469,9196472,8651666,8494283,8951390,9043141,8606579,8396328,7947016,8056144,7981426,8565182,9352161,10256884,10734783,10526401,9796561,8849230,8728047,9435242,9734289,9804840,9616468,9642768
BK,Bay Ridge-95 St,4 Ave Line,10/31/1925,,,1873872,1916733,1868256,1837995,1883443,2265564,2084161,2165968,2161375,2226008,2083654,2002831,1805595,1677550,1631585,1562208,1552066,1527882,1626485,1665569,1556115,1592975,1611948,1557938,1458547,1340320,1306606,1287072,1122975,1189906,1193362,1224684,1265915,1323818,1424900,1384580,1430405,1458316
BK,86 St,4 Ave Line,1/15/1916,,,2061747,2095835,1992217,1934290,1906871,1816337,1722875,1771090,1784839,1859060,1730849,1644397,1558044,1471138,1437601,1362357,1335172,1354428,1486665,1529913,1483700,1566809,1502938,1475588,1378348,1299419,1290668,1234485,1225936,1201326,1186857,1178159,1204428,1320760,1448546,1452165,1490403,1543982
BK,77 St,4 Ave Line,1/15/1916,,,1683855,1686210,1622093,1564536,1547941,1460523,1365074,1390836,1381001,1419469,1340592,1291665,1240757,1204111,1197417,1172859,1163333,1166517,1255410,1296808,1251857,1274424,1248489,1216568,1129066,1024886,1017538,1005247,942365,934727,913518,906826,931259,987799,1070220,1058738,1088965,1089362
BK,Bay Ridge Av,4 Ave Line,1/15/1916,,,2163193,2181012,2080285,2045181,2026428,1946699,1801370,1855099,1847715,1926112,1814973,1770972,1674273,1619362,1628609,1554493,1514339,1534777,1632824,1657828,1614844,1667286,1627711,1563960,1485510,1427298,1394830,1402155,1306596,1334742,1341879,1330860,1329587,1391856,1484767,1469368,1544937,1572775
BK,59 St,4 Ave Line,6/22/1915,,,2645277,2642065,2602236,2553777,2451956,2285509,2076120,2015035,2281579,2270920,2135407,1972643,1904948,1822493,1689168,1620548,1527400,1489035,1563561,1616054,1557051,1569593,1566803,1614617,1597936,1659677,1643291,1677472,1820882,1796389,1701066,1659699,1580348,1630055,1726842,1743635,1812244,1874924
BK,53 St,4 Ave Line,6/22/1915,,,1459859,1559364,1472511,1369173,1391237,1365778,1247824,1270554,1300086,1382355,1313057,1282083,1226875,1168163,1137905,1058685,1013461,997776,1118183,1133717,1077444,1093656,1088007,1141757,1135878,1145927,1223599,1371647,1346662,1492015,1445452,1448212,1493513,1582544,1614122,1521547,1524925,1507813
BK,45 St,4 Ave Line,6/22/1915,,,1486126,1544302,1499888,1421770,1411980,1406623,1309098,1377824,1432638,1464496,1361960,1319551,1275329,1224963,1233680,1168436,1085247,1032712,1077394,1076006,1033350,1074446,1052625,1110254,1115759,1138557,1157982,1210458,1191466,1329972,1303709,1268038,1305354,1340782,1427693,1389476,1412028,1442411
BK,36 St,4 Ave Line,6/22/1915,,,2907230,2846523,2841339,2918808,3045885,2958533,2675565,2710868,2629438,2617024,2302693,2211703,2010927,1887680,1875652,1795185,1732706,1711750,1839992,1899664,1820499,1842924,1710918,1709837,1662015,1668328,1683750,1717974,1733508,1705816,1621741,1581278,1586318,1650008,1799161,1846246,1992517,2083752
BK,25 St,4 Ave Line,6/22/1915,,,822872,865466,789203,760290,773860,729669,689085,702811,698425,733293,672654,644628,606532,553967,562310,532525,500605,491097,513212,536365,520226,520202,482710,470202,463002,478095,495287,540995,555288,598519,594671,567776,602969,625988,687422,738258,722401,730835
BK,Prospect Av,4 Ave Line,6/22/1915,,,1140011,1151420,1125100,1101670,1090654,1019732,951971,1007759,1018918,1067911,999925,973944,906541,848071,837748,805536,751908,736665,794745,795425,776059,790224,781463,789387,767375,780885,798925,814463,823985,880906,863352,806207,830342,883393,947985,997984,1018530,1030591
BK,9 St,4 Ave Line,6/22/1915,,See Other Brooklyn Transfer: 4 Av/9 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Union St,4 Ave Line,6/22/1915,,,1340536,1364818,1296226,1279914,1265434,1226203,1152642,1217880,1239293,1311136,1220363,1185473,1113354,1050980,1015699,945059,866647,841520,946983,960896,918616,972166,971657,998870,968576,962900,953298,959653,922591,963705,947427,862023,692584,978323,1065646,1105564,1120214,1161194
BK,Pacific St,4 Ave Line,6/22/1915,,See Downtown Brooklyn Transfer: Atlantic Av/Pacific St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,DeKalb Av,4 Ave Line,6/22/1915,,See Downtown Brooklyn Transfer: DeKalb Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Myrtle Av,4 Ave Line,6/22/1915,7/13/1956,See Downtown Brooklyn Transfer: Myrtle Av (Flatbush Av),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Ave Line Total,4 Ave Line,,,,19584578,19853748,19189354,18787404,18795689,18481170,17075785,17485724,17775307,18277784,16976127,16299890,15323175,14528478,14247374,13577891,13042884,12884159,13855454,14168245,13609761,13964705,13645269,13648978,13162012,12926292,12965774,13221621,12992254,13428023,13113034,12833762,12822617,13715326,14697302,14707561,15157570,15495955
BK,Stillwell Av-Coney Island,Sea Beach Line,6/22/1915,,See Other Brooklyn Transfer: Stillwell Av-Coney Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Gravesend-86 St,Sea Beach Line,6/22/1915,,,631807,651319,645188,646446,673070,681474,665424,693547,706220,664899,627034,602737,575287,564810,565404,553855,520169,534282,570237,609488,565821,549791,519949,507916,472922,455746,380803,308318,328199,316869,295533,270528,237751,237604,222817,245409,243788,276629
BK,Avenue U,Sea Beach Line,6/22/1915,,,919915,927194,910841,877313,852184,836428,824710,836551,746520,780658,738876,713385,680837,639375,603084,570833,554303,551325,557209,552024,512701,533660,494584,462361,439366,415812,334750,300522,322402,306980,299834,284427,241746,256049,275029,293259,298392,332043
BK,Kings Hwy,Sea Beach Line,6/22/1915,,,1410793,1398617,1350965,1314608,1311885,1280950,1215819,1267461,1241011,1220149,1159472,1112597,1063190,1011451,1012110,972999,915757,893974,906200,931992,881347,882237,865205,814820,767981,728552,643167,568621,596946,585881,567606,554554,500796,526790,566588,590735,581290,599001
BK,Bay Pkwy,Sea Beach Line,6/22/1915,,,1817477,1816016,1802383,1768406,1725487,1636440,1550729,1542698,1555634,1546646,1452650,1400500,1327844,1268922,1254306,1215327,1176527,1159503,1200874,1203588,1118271,1142938,1108227,1076965,1031164,1015274,938157,830618,858724,836889,818836,820308,726645,736207,758423,787806,776968,820804
BK,20 Av,Sea Beach Line,6/22/1915,,,950985,964439,945654,908130,888981,924564,826323,843609,835631,830211,786145,751415,686607,628218,648274,625361,604468,606940,629945,636994,589253,606499,592272,581443,562633,558225,524223,465359,488643,496233,506270,502618,457929,478771,507837,528368,538167,568235
BK,18 Av,Sea Beach Line,6/22/1915,,,1643623,1648882,1614539,1566933,1514354,1358842,1336353,1381720,1375240,1395409,1311657,1268017,1228686,1194534,1159585,1099265,1057059,1033826,1063566,1035340,930175,942233,894190,881345,855243,819157,746057,627982,663933,647018,621106,623300,561032,577872,610454,650714,623926,648661
BK,New Utrecht Av,Sea Beach Line,6/22/1915,,See Other Brooklyn Transfer: New Utrecht Av/62 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Fort Hamilton Pkwy,Sea Beach Line,6/22/1915,,,1624428,1640269,1583853,1555066,1521391,1441924,1355349,1371328,1311866,1348333,1297996,1249168,1173853,1121169,1112046,1078030,1060632,1054732,1089968,1090359,1011169,1064947,1031341,992333,969060,914125,854752,781681,798357,770197,765068,764672,692691,724617,768604,782465,775294,814629
BK,8 Av,Sea Beach Line,6/22/1915,,,1376456,1355424,1312546,1290254,1225129,1188544,1085761,1100558,1073723,1072636,1048435,1048627,972110,913545,954718,947976,920302,890599,937920,973410,912480,979117,993038,1020062,1040484,1034087,982647,864129,967552,1004234,1004195,1003135,849303,895607,939145,953080,967875,1050423
,Sea Beach Line Total,Sea Beach Line,,,,10375484,10402160,10165969,9927156,9712481,9349166,8860468,9037472,8845845,8858941,8422265,8146446,7708414,7342024,7309527,7063646,6809217,6725181,6955919,7033195,6521217,6701422,6498806,6337245,6138853,5940978,5404556,4747230,5024756,4964301,4878448,4823542,4267893,4433517,4648897,4831836,4805701,5110425
BK,Stillwell Av-Coney Island,West End Line,7/21/1917,,See Other Brooklyn Transfer: Stillwell Av-Coney Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Bay 50 St,West End Line,7/21/1917,,,352838,369389,364667,395337,489160,477994,466496,509861,533440,595255,585875,574675,560464,543160,530331,513893,512616,516158,541465,559084,534242,533808,499498,462319,414612,427199,447972,492833,477294,488836,479090,466159,489411,515918,527853,532166,541946,554305
BK,25 Av,West End Line,7/29/1916,,,779030,793508,792971,787608,787622,762981,747968,786372,782564,807862,753473,709489,687179,672061,672641,642334,630946,627721,658469,673693,659363,672342,625171,583467,534403,531423,576108,630862,602679,635616,693894,675120,726536,772455,817704,815453,859148,845831
BK,Bay Pkwy,West End Line,7/29/1916,,,1733740,1737024,1727291,1724829,1684220,1624690,1581825,1651247,1614829,1632129,1525818,1456862,1393511,1325514,1309800,1238653,1198123,1169126,1210152,1247812,1206768,1240282,1181129,1132482,1092575,1074850,1084479,1112567,1081363,1170149,1231878,1268002,1266915,1281106,1332216,1307135,1361144,1433385
BK,20 Av,West End Line,7/29/1916,,,1338378,1336259,1296036,1281083,1295729,1235789,1152017,1175921,1129102,1138053,1072211,1020342,976879,941071,935576,908337,893433,888009,934169,947843,920983,910181,883398,858984,819592,805407,817612,849380,862587,908703,946580,928941,988171,1034891,1062230,1034909,1046168,1063326
BK,18 Av,West End Line,6/24/1916,,,1406826,1420989,1367192,1332481,1351043,1257384,1162290,1186283,1139779,1144276,1086926,1031562,987777,946194,922822,875621,864756,870840,901865,905730,871341,885469,840338,805007,775713,740825,746553,777598,796343,834855,868512,842473,896111,981625,1002784,970768,990118,1035422
BK,79 St,West End Line,6/24/1916,,,1558410,1561928,1492107,1430672,1404378,1342268,1249543,1275808,1220857,1240914,1149126,1075953,1022295,981537,975799,925811,903956,881272,914763,918235,844475,852975,811885,779672,747389,717920,722011,733551,694576,702682,733684,714249,746916,814392,889244,947633,953603,995873
BK,71 St,West End Line,6/24/1916,,,1142773,1153825,1129665,1092441,1093075,1046519,975536,1003651,963811,967155,906969,856111,796654,762264,752639,710726,669523,654508,687692,704455,687645,686761,656538,613216,572411,565405,614049,710433,713325,759923,815766,763147,871607,969839,1043562,1019821,1091192,1113128
BK,62 St,West End Line,6/24/1916,,See Other Brooklyn Transfer: New Utrecht Av/62 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,55 St,West End Line,6/24/1916,,,1251744,1245224,1250053,1215632,1221965,1194372,1130171,1175709,1161811,1191976,1088333,1051429,1008998,950474,932844,868795,820408,777023,796282,814894,780286,753425,691359,626325,571519,545823,539602,531229,539469,572542,579356,573224,605817,610141,624043,607570,629507,628007
BK,50 St,West End Line,6/24/1916,,,1615335,1609005,1579270,1534493,1542359,1491868,1406979,1440489,1423745,1442974,1324691,1265708,1212236,1141812,1149848,1118505,1054325,1010370,1046859,1028581,982660,974340,920742,863746,794737,747499,724231,718524,725511,744593,771198,749684,778357,791502,823654,785655,821563,837821
BK,Fort Hamilton Pkwy,West End Line,6/24/1916,,,1634681,1622877,1564605,1526450,1539617,1503097,1434081,1501738,1489769,1509937,1414605,1357349,1239970,1155384,1138920,1094917,997871,985884,1049296,1057403,1013201,1020761,961230,920615,844944,813287,797321,758818,797010,816614,859988,852286,869492,916272,981211,952013,971660,982018
BK,9 Av,West End Line,6/24/1916,,,1017966,1009321,984068,939229,921418,868662,821726,842437,814354,839960,806194,785138,779199,770437,768406,749002,712234,718309,762225,803343,784224,804046,794610,814060,812002,812217,815755,911564,927918,971163,1083371,1046729,1055883,1092230,1124014,1049697,1070551,1137848
,West End Line Total,West End Line,,,,13831721,13859349,13547925,13260255,13330586,12805624,12128632,12549516,12274061,12510491,11714221,11184618,10665162,10189908,10089626,9646594,9258191,9099220,9503237,9661073,9285188,9334390,8865898,8459893,7979897,7781855,7885693,8227359,8218075,8605676,9063317,8880014,9295216,9780371,10228515,10022820,10336600,10626964
BK,Stillwell Av-Coney Island,Brighton Line,5/29/1919,,See Other Brooklyn Transfer: Stillwell Av-Coney Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,West 8 St-New York Aquarium,Brighton Line,5/30/1917,,See Other Brooklyn Transfer: West 8 St-New York Aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Ocean Pkwy,Brighton Line,,,,740456,685605,568849,595709,938519,1419238,1372631,1380344,1458022,1266543,1114210,1003666,932141,877701,872363,807782,777068,742993,733143,730861,681967,632272,572328,526601,470598,454865,425842,484062,507354,531204,505549,518123,529782,578007,576053,421475,542310,620937
BK,Brighton Beach,Brighton Line,,,,3586271,3562032,3499875,3433375,3407280,3410182,3302610,3239624,3112450,3099048,2879335,2711166,2519573,2472255,2335852,2259434,2101900,2041037,2118925,2255458,2246436,2151719,2072241,2145930,2003063,2020620,1877533,1917914,1921020,2061996,2068926,2025129,2035032,2016292,1984732,2017380,2075741,2210060
BK,Sheepshead Bay Racetrack,Brighton Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Sheepshead Bay,Brighton Line,,,,3822979,3968989,4072254,4058140,4032090,3904418,3745680,3880876,3969939,4100486,3859210,3630483,3455850,3406930,3331634,3191061,3044057,3010171,3021535,3183094,2977624,2869780,2750020,2672197,2518126,2396230,2292147,2281855,2289461,2351258,2363547,2301120,2336721,2369094,2353540,2343667,2536499,2690694
BK,Neck Rd,Brighton Line,,,,853253,932666,998563,1047768,1141213,1134576,1123502,1151578,1130502,1122056,1064217,980206,936038,872479,859091,833705,830372,828456,829023,857985,819327,831607,818725,780008,760719,760507,738654,803445,815115,791295,787208,765056,790108,780468,892255,876167,859357,871568
BK,Avenue U,Brighton Line,,,,2179601,2317882,2357675,2395423,2351823,2270662,2206590,2262269,2207344,2182907,2037937,1931537,1828932,1776715,1803319,1723605,1657387,1639923,1653923,1730402,1591363,1561789,1514465,1442782,1399892,1365225,1314044,1368698,1426828,1400242,1239492,1211768,1263612,1317734,1458331,1530450,1555125,1591860
BK,Kings Hwy,Brighton Line,,,,5236951,5308485,5319794,5256785,5101937,5007357,4764384,4946927,5041821,5122440,4764233,4454599,4291931,4251450,4336120,4219028,4109156,3989900,4031914,4196108,3998340,3973181,3808567,3680440,3520568,3377313,3123491,3127290,3164512,3324466,3428340,3279250,3306119,3426174,3289762,3260421,3417241,3584639
BK,Avenue M,Brighton Line,,,,1635301,1698882,1734997,1753210,1735547,1689793,1627849,1667316,1646123,1640668,1508929,1419919,1337134,1293847,1285844,1246838,1203732,1189894,1223658,1271031,1191893,1159250,1102091,1015147,961783,912903,848433,910627,954135,965600,940719,907673,915791,922510,1038490,989912,1013970,1049907
BK,Avenue J,Brighton Line,,,,1657606,1706378,1712399,1711234,1759699,1715473,1622185,1664683,1669677,1688539,1587878,1500938,1427227,1383582,1418147,1386055,1347141,1329859,1381978,1466299,1413412,1378442,1332144,1281796,1247876,1218551,1129737,1178674,1226927,1215700,1145341,1103688,1103127,1121656,1176963,1148959,1173092,1229070
BK,Avenue H,Brighton Line,,,,837727,862078,854262,851776,831963,844488,806876,825648,821420,818201,753289,722510,701542,674967,701134,697259,656934,640028,653404,674912,652569,633290,633019,580076,602555,582259,534008,456976,410105,531272,496652,460359,447370,463405,589143,566587,576390,601487
BK,Newkirk Av,Brighton Line,,,,2216054,2195639,2172106,2139039,2104389,2075667,2003676,2080538,2101983,2130330,2049156,1987532,1927102,1959255,2019816,1990641,1982190,1989994,2047834,2244940,2266373,2375300,2377489,2464665,2336621,2298449,2153610,2284684,2287554,2157911,2134107,2019031,2001959,2013612,1880608,1909276,2008646,2042657
BK,Cortelyou Rd,Brighton Line,,,,990408,1116018,1190362,1219096,1250754,1249882,1232388,1275955,1270185,1266718,1176162,1115037,1073681,1053364,1071994,1043146,1017027,1038953,1082850,1177399,1170769,1212271,1230700,1206256,1213098,1207367,1280924,1269379,1259014,1286293,1231052,1145275,1152626,1079344,1267379,1157396,1091570,1255932
BK,Beverley Rd,Brighton Line,,,,567273,580050,604935,618822,621657,609417,588670,617037,604810,579127,540664,541481,527259,505805,520614,512166,500373,489438,545742,600566,591154,606742,614103,570086,583538,598183,505845,626463,698771,621062,578144,531203,513758,569189,488928,523139,660623,654544
BK,Church Av,Brighton Line,,,,3706592,3693111,3666406,3596648,3541586,3496014,3313276,3433059,3529923,3631922,3469934,3393902,3239321,3291331,3316977,3266864,3168157,3286132,3462191,3823458,3881672,4065214,4055203,4200451,4139959,4110395,4022824,4088939,4064644,3960171,3760918,3539127,3523236,3520741,3440673,3448188,3524829,3641919
BK,Parkside Av,Brighton Line,,,,1083368,1116988,1188598,1228532,1244450,1236032,1214469,1274975,1295077,1333956,1234147,1152932,1135098,1129980,1170064,1187279,1146312,1120752,1247521,1316624,1290869,1294026,1327373,1265568,1337919,1315720,1056877,1158179,1152349,1151141,1098664,1018859,984107,943835,1256410,1257174,1138835,1235778
BK,Prospect Park,Brighton Line,8/1/1920,,See Other Brooklyn Transfer: Prospect Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,7 Av,Brighton Line,8/1/1920,,,1052852,1058915,1103802,1103386,1071576,1045131,1014859,1054505,1145330,1327206,1351303,1347924,1250619,1278371,1324697,1326640,1263612,1275417,1307690,1418481,1427460,1543006,1632527,1653045,1567217,1390454,1134083,1176827,1241569,1347281,1533748,1510899,1664965,1740828,1902423,1734592,1947281,2138368
BK,Atlantic Av,Brighton Line,8/1/1920,,See Downtown Brooklyn Transfer: Atlantic Av/Pacific St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,DeKalb Av,Brighton Line,8/1/1920,,See Downtown Brooklyn Transfer: DeKalb Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Myrtle Av,Brighton Line,8/1/1920,7/13/1956,See Downtown Brooklyn Transfer: Myrtle Av (Flatbush Av),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brighton Line Total,Brighton Line,,,,30166692,30803718,31044877,31008943,31134483,31108330,29939645,30755334,31004606,31310147,29390604,27893832,26583448,26228032,26367666,25691503,24805418,24612947,25341331,26947618,26201228,26287889,25840995,25485048,24663532,24009041,22438052,23134012,23419358,23696892,23312407,22336560,22568313,22862889,23595690,23184783,24121507,25419420
BK,Prospect Park,Franklin Ave Shuttle,,,See Other Brooklyn Transfer: Prospect Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Botanic Garden,Franklin Ave Shuttle,,,See Other Brooklyn Transfer: Franklin Av/Botanic Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Park Pl,Franklin Ave Shuttle,,,,447742,455054,457690,462427,466070,444196,409446,428757,430352,453354,442576,409460,367744,327636,307830,298941,270682,257381,269943,286442,259188,212812,165579,197186,171826,168869,154735,146829,130973,118910,121890,117753,121752,136583,146912,148325,157706,164282
BK,Dean St,Franklin Ave Shuttle,,9/9/1995,,112096,118827,114939,108971,106007,104010,93535,97976,94745,98379,83934,78226,70605,62446,59060,54704,48729,48283,50600,50003,43453,35135,33383,38916,34219,39537,39492,45728,43919,43142,37980,28815,28580,30296,29869,19432,,
BK,Franklin Av (Fulton St),Franklin Ave Shuttle,,,See Other Brooklyn Transfer: Franklin Av,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Franklin Ave Shuttle Total,Franklin Ave Shuttle,,,,559838,573881,572629,571398,572077,548206,502981,526733,525097,551733,526510,487686,438349,390082,366890,353645,319411,305664,320543,336445,302641,247947,198962,236102,206045,208406,194227,192557,174892,162052,159870,146568,150332,166879,176780,167757,157706,164282
BK,Jay St-MetroTech,Montague St Tunnel Line,6/11/1924,,See Downtown Brooklyn Transfer: Jay St-MetroTech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Court St,Montague St Tunnel Line,8/1/1920,,See Downtown Brooklyn Transfer: Court St/Borough Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Montague St Tunnel Line Total,Montague St Tunnel Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Stillwell Av-Coney Island,Culver Line,5/1/1920,,See Other Brooklyn Transfer: Stillwell Av-Coney Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,West 8 St-New York Aquarium,Culver Line,5/1/1920,,See Other Brooklyn Transfer: West 8 St-New York Aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Neptune Av,Culver Line,5/1/1920,,,445513,392911,238335,257905,365310,805383,759963,755434,727177,828678,796759,761737,728854,690531,710703,636877,589010,552273,573937,586370,542790,540818,539470,555977,552968,548561,577445,565483,533407,436182,391356,411747,432548,429277,459499,486295,458647,436863
BK,Avenue X,Culver Line,5/10/1919,,,820441,908571,897007,888050,864357,842110,776635,777512,798488,848023,785088,741702,709714,691049,720088,684859,664335,683394,727280,751209,713807,720613,709387,750978,775190,778100,840176,846703,793910,783280,755499,684862,705794,709016,710291,722244,710475,722137
BK,Avenue U,Culver Line,5/10/1919,,,774246,795008,762871,744395,719299,693206,605143,599473,590092,625975,586853,552577,521921,504259,494489,459892,425354,433489,481173,497538,466068,463921,468339,508503,528344,544213,593025,578657,543383,486722,464331,441510,453822,466417,491744,500245,503259,523200
BK,Kings Hwy,Culver Line,3/16/1919,,,1122277,1128121,1064319,1016114,984556,938280,817395,808629,825010,971567,931114,904394,868950,830984,834418,794720,732636,709620,762800,786414,753954,764345,765014,831374,854060,904911,1000560,958455,882261,825552,762360,783563,809477,775469,818961,827815,829959,810407
BK,Avenue P,Culver Line,3/16/1919,,,917112,926480,899175,861904,828439,787563,714473,714788,705630,701469,659563,608353,581817,573288,569136,519140,505533,500279,542679,572088,558185,554522,552309,588185,598384,604827,642891,684555,704691,715470,699618,654733,667242,687494,728596,723405,728287,726524
BK,Avenue N,Culver Line,3/16/1919,,,996870,1013456,978575,927810,878025,853063,789596,799055,810947,840875,803913,752506,725670,705351,708776,666793,642985,643610,672782,712840,679212,680222,667385,715352,722424,719179,767969,752684,736073,743420,721236,690410,720334,731699,739949,742631,755353,757296
BK,Bay Pkwy,Culver Line,3/16/1919,,,164116,169069,165144,162368,152189,156928,132169,128058,130646,143469,124222,121141,109234,105804,109783,101143,98554,99440,114451,111985,107564,103235,100974,133615,133569,143412,168351,196722,203943,188801,160011,137397,139080,145865,148989,152410,153612,171527
BK,Avenue I,Culver Line,3/16/1919,,,698265,705368,700123,678734,652964,646963,610791,619902,618100,590868,578767,544050,506030,483806,480658,461259,458262,459334,505929,556906,532350,500443,438054,428447,424918,417646,452513,492812,517708,501917,483374,394615,394768,415793,433357,437202,435558,454696
BK,18 Av,Culver Line,3/16/1919,,,1324845,1361387,1342421,1300043,1276992,1237470,1123811,1140699,1182867,1389646,1347561,1339381,1288199,1225092,1231950,1171461,1083367,1011512,1050613,1112640,1102602,1087298,1052585,1122956,1146932,1172437,1210970,1119564,1049225,994714,914022,962868,958226,918735,928043,928825,937550,931790
BK,Ditmas Av,Culver Line,3/16/1919,,,1372490,1364720,1382404,1379276,1386238,1359930,1256904,1294996,1315556,1305186,1214415,1147258,1070590,1025339,1041544,975366,962459,965707,1037131,1125964,1079846,1108932,1092132,1138667,1161497,1182603,1229861,1199108,1143259,1122260,1084692,1048696,1049440,1079661,1093738,1107902,1131141,1117224
BK,Church Av,Culver Line,10/7/1933,,,2952662,3044513,2979313,2817148,2693361,2521602,2326462,2325108,2142530,2303975,2134227,2090379,2004790,1924377,1919896,1813010,1690449,1636922,1737222,1780475,1706135,1722397,1681936,1751351,1814212,1802031,1873772,1919533,1990049,2025389,2046998,1965422,2011789,2008746,2078524,2126147,2141696,2151818
BK,Fort Hamilton Pkwy,Culver Line,10/7/1933,,,897512,862801,862378,957090,945452,946218,906930,952628,908534,878996,815411,771780,732675,696954,658178,614698,627901,642316,698001,750431,741344,727508,709363,715141,729766,717351,704017,751600,703558,692666,708034,704674,695389,706027,757110,805781,806412,819855
BK,15 St-Prospect Park,Culver Line,10/7/1933,,,1443722,1460018,1444274,1420559,1373574,1304479,1193156,1223395,1200094,1211659,1123367,1053842,986781,956082,948100,901660,869596,878449,965632,1012033,973279,1024685,1019632,1074825,1091662,1095707,1112406,1134663,1074102,1034290,1039579,1046098,1033203,1047494,1116675,1163824,1194812,1233973
BK,7 Av,Culver Line,10/7/1933,,,1855928,1886896,1873575,1824422,1761805,1704885,1571750,1634666,1664349,1820576,1706343,1624073,1549133,1516788,1559455,1483411,1405591,1417332,1536926,1597454,1522807,1561321,1596537,1756808,1844033,1869247,1921121,2000064,2146974,2096571,2027151,2023152,2034267,2120646,2234469,2422918,2325958,2353057
BK,4 Av,Culver Line,10/7/1933,,See Other Brooklyn Transfer: 4 Av/9 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK,Smith-9 Sts,Culver Line,10/7/1933,,,1528329,1613855,1549449,1471552,1424074,1367119,1263552,1303958,1243282,1212286,1085363,979424,949593,889958,838440,750678,719875,730985,822784,855537,799226,783395,781633,846388,793144,761558,825034,797945,781556,795994,757761,692248,668015,671299,719639,717529,745494,750177
