Borough,Station,Line,Opening,Closing,Comments,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
MA,Rector St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Cortlandt St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Park Pl,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Chambers St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Franklin St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Grand St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Bleecker St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,8 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,14 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,18 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,23 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,28 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,33 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,38 St,6 Ave Elevated Line,1/31/1914,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,42 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,50 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,58 St Terminal,6 Ave Elevated Line,,6/15/1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,8 Av/53 St,6 Ave Elevated Line,,12/14/1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,66 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,72 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,81 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,86 St,9 Ave Elevated Line (Non-CBD),7/1/1912,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,93 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,99 St,9 Ave Elevated Line (Non-CBD),11/1/1914,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,104 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,110 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,116 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,125 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,130 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,135 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,140 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,145 St,9 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,151 St,9 Ave Elevated Line (Non-CBD),11/15/1917,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,155 St,9 Ave Elevated Line (Non-CBD),,8/31/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Sedgwick Av,9 Ave Elevated Line (Non-CBD),1/6/1918,8/31/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Anderson-Jerome Avs,9 Ave Elevated Line (Non-CBD),7/1/1918,8/31/1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,South Ferry,3 Ave Elevated Line (CBD),,12/22/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Hanover Sq,3 Ave Elevated Line (CBD),,12/22/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Fulton St,3 Ave Elevated Line (CBD),,12/22/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Franklin Sq,3 Ave Elevated Line (CBD),,12/22/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,City Hall (spur),3 Ave Elevated Line (CBD),,12/31/1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Chatham Sq,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Canal St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Grand St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Houston St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,9 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,14 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,18 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,23 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,28 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,34 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,34 St Ferry (spur),3 Ave Elevated Line (CBD),,7/14/1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Grand Central (spur),3 Ave Elevated Line (CBD),,12/6/1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,42 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,47 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,53 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,59 St,3 Ave Elevated Line (CBD),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,67 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,76 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,84 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,89 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,99 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,106 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,116 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,125 St,3 Ave Elevated Line (Non-CBD),,5/12/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,129 St,3 Ave Elevated Line (Non-CBD),,12/22/1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Willis Av (spur),3 Ave Elevated Line (Bronx),,4/15/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,133 St,3 Ave Elevated Line (Bronx),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,138 St,3 Ave Elevated Line (Bronx),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,143 St,3 Ave Elevated Line (Bronx),,5/11/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,149 St-3 Av,3 Ave Elevated Line (Bronx),,4/6/1973,See White Plains Rd Line: 3 Av-149 St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,156 St,3 Ave Elevated Line (Bronx),,4/6/1973,,321080,346866,377052,359833,378829,352815,307794,314602,297660,251828,242767,230955,211086,59781,,,,,,,,,,,,,,,,,,,,,,,,
BX,161 St,3 Ave Elevated Line (Bronx),,4/6/1973,,728369,759835,821840,726400,717927,670361,591473,581215,532600,497513,533392,498637,453419,131966,,,,,,,,,,,,,,,,,,,,,,,,
BX,166 St,3 Ave Elevated Line (Bronx),,4/6/1973,,819833,785102,846168,733832,717834,677729,598621,571247,502929,440226,453614,445402,432653,125977,,,,,,,,,,,,,,,,,,,,,,,,
BX,169 St,3 Ave Elevated Line (Bronx),,4/6/1973,,821440,750107,762356,705861,960876,1021221,968407,977869,979505,921222,974322,957244,960966,295440,,,,,,,,,,,,,,,,,,,,,,,,
BX,Claremont Pkwy,3 Ave Elevated Line (Bronx),,4/6/1973,,1118569,1110498,1135691,963012,961456,954074,869255,835635,770565,723393,691959,649868,590846,172749,,,,,,,,,,,,,,,,,,,,,,,,
BX,174 St,3 Ave Elevated Line (Bronx),,4/6/1973,,748302,748954,779499,684706,663125,605306,498011,437513,416784,389121,357401,304635,273736,73618,,,,,,,,,,,,,,,,,,,,,,,,
BX,177 St,3 Ave Elevated Line (Bronx),,4/6/1973,,794130,826105,947603,864917,890766,876610,787111,808153,787538,750011,768113,792869,813818,241636,,,,,,,,,,,,,,,,,,,,,,,,
BX,180 St,3 Ave Elevated Line (Bronx),,4/6/1973,,591282,598934,655329,603440,610890,597359,527809,550921,563485,555742,587832,550624,530583,147031,,,,,,,,,,,,,,,,,,,,,,,,
BX,183 St,3 Ave Elevated Line (Bronx),,4/6/1973,,827438,840957,924396,859170,864167,814940,750462,767903,767129,772082,779034,765041,759756,242800,,,,,,,,,,,,,,,,,,,,,,,,
BX,Fordham Rd,3 Ave Elevated Line (Bronx),,4/6/1973,,431485,478197,606037,520907,540768,527214,458228,459781,437171,421256,426707,439941,436172,129711,,,,,,,,,,,,,,,,,,,,,,,,
BX,Bronx Park (spur),3 Ave Elevated Line (Bronx),,11/15/1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,200 St,3 Ave Elevated Line (Bronx),10/4/1920,4/6/1973,,157715,166153,189342,167766,159564,149119,127145,126484,117425,106483,113740,114595,115181,34923,,,,,,,,,,,,,,,,,,,,,,,,
BX,204 St,3 Ave Elevated Line (Bronx),10/4/1920,4/6/1973,,123433,135811,151103,132897,131190,121831,108382,103179,89467,78389,76863,77519,71229,22740,,,,,,,,,,,,,,,,,,,,,,,,
BX,Williamsbridge-210 St,3 Ave Elevated Line (Bronx),10/4/1920,4/6/1973,,187720,187167,204304,187706,187661,169486,135501,143527,130474,116986,112770,104381,107932,33821,,,,,,,,,,,,,,,,,,,,,,,,
BX,Miscellaneous,3 Ave Elevated Line (Bronx),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Ave Elevated Line (Bronx) Total,3 Ave Elevated Line (Bronx),,,,7670796,7734686,8400720,7510447,7785053,7538065,6728199,6678029,6392732,6024252,6118514,5931711,5757377,1712193,,,,,,,,,,,,,,,,,,,,,,,,
MA,City Hall,2 Ave Elevated Line (CBD),1/17/1916,,See 3 Av Elevated Line: City Hall (spur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Chatham Sq,2 Ave Elevated Line (CBD),,6/13/1942,See 3 Av Elevated Line: Chatham Sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Canal St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Grand St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Rivington St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,1 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,8 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,14 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,19 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,23 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,34 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,42 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,50 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,57 St,2 Ave Elevated Line (CBD),,6/13/1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Ave Elevated Line (CBD) Total,2 Ave Elevated Line (CBD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,65 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,72 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,80 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,86 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,92 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,99 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,105 St,2 Ave Elevated Line (Non-CBD),1/1/1913,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,111 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,117 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,121 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,125 St,2 Ave Elevated Line (Non-CBD),,6/11/1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Ave Elevated Line (Non-CBD) Total,2 Ave Elevated Line (Non-CBD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,South Ferry-Whitehall St,Manhattan CBD Transfer,,,,8433026,8785202,9094312,9069889,9091989,7704621,7258260,7677616,7576676,7910582,8282713,8316526,7927318,7762345,7476166,7272640,6920976,6694943,7146688,7424303,7397892,7574258,7523347,7646396,7242176,6932452,7338642,7625420,7206179,6912074,6536081,6424877,6279531,5971414,6529168,6782407,6867696,7069149
MA,Fulton St/Bway-Nassau St,Manhattan CBD Transfer,,,,20112888,20175159,19948181,19105657,18363604,17303949,15904316,16465392,17494282,18394079,17302219,16331474,15890769,15697771,15648845,15220074,14655112,13610590,13309547,13662469,13734358,14374328,14224913,14512689,14310520,14093935,15005481,15425194,15582403,15230493,14298438,13303273,13250502,13635197,13973481,13604072,13643890,14054753
MA,Chambers St-WTC/Park Pl,Manhattan CBD Transfer,,,,12269294,12151222,12043358,11595014,11740935,11229401,10245792,10453372,10388940,10817253,10622620,10090896,9838510,9851425,10209113,10318043,10911696,12004382,13067270,14166402,14468604,15731538,16150168,17293505,17371470,16975362,17329506,17032379,16552950,15083397,14478403,14327471,14390313,14571672,15338017,14980436,14806513,14680997
MA,Chambers St/Bklyn Bridge-City Hall,Manhattan CBD Transfer,,,,6607556,6231391,6460063,7405998,7712381,7528549,7055348,7151428,7460261,7562490,7506628,7330360,7322067,7332883,7556172,7505784,7128410,7299853,7705260,7917100,7771270,8278797,8370759,8563011,8580420,8876366,9207899,9324895,9246950,9348932,9146324,8516335,8379162,8747599,8588478,8209276,8245943,8344096
MA,Canal St,Manhattan CBD Transfer,,,,9133786,8975232,9301092,9467104,9737492,9564880,9108490,9274642,8711660,8776866,8226507,8023266,8045937,8065000,7581766,7341503,7188565,7257962,7836673,8200193,8247478,8667319,8789648,9112043,9086635,9738322,10956339,12193041,12691532,9081076,8478653,8111390,7744767,7909251,7928493,8246499,7500663,7456396
MA,Delancey St/Essex St,Manhattan CBD Transfer,,,,6580278,6586980,6641947,6465002,6463697,6303833,5775783,5921535,5656012,5616536,5140718,4920297,4577030,4234484,3947565,3932296,3608315,3457957,3631197,3725853,3731943,3881142,3812338,3850337,3527341,3542825,3572131,3618547,3543784,3340818,3132076,2992582,2993144,3098713,3221873,3239171,3113166,3191449
MA,Broadway-Lafayette St/Bleecker St,Manhattan CBD Transfer,,,,5320539,5271335,5221469,4980621,4948813,4899346,4547813,4547448,5000924,5141033,4787888,4527478,4325014,4256699,4017725,3866841,3792308,3710831,3845327,3752476,3496338,3449728,3242290,3256500,3281428,3359227,3372525,3421690,3434893,3993627,4350597,4239725,4345895,4682215,4960732,4823322,5193038,5559123
MA,West 4 St,Manhattan CBD Transfer,,,,7836637,7910409,8092855,7942922,7884807,7804881,7654489,8142523,8938095,9430654,8700450,8155482,7607050,7421571,7475035,7388022,7153945,7348470,8008219,8613925,8661232,9102902,9345583,9503115,9604919,9482565,8823735,8135002,7907054,8742435,8919334,8651300,8866506,9315697,9854448,9758474,9969022,10242412
MA,14 St/8 Av,Manhattan CBD Transfer,,,,7738888,7816756,8044867,7789018,7444721,7412806,6898799,7051466,6672759,6648085,6163943,5974543,5618588,5197647,4800601,4457131,4225069,4296546,4530442,4696882,4720291,5001414,4885264,4933306,4860146,4818022,4753281,4747035,4768732,4555855,4586408,4372183,4375886,4579789,4882029,4818734,4902248,5085463
MA,14 St/6 Av,Manhattan CBD Transfer,,,,12904445,12960676,13288449,13010671,13375468,13479288,12482798,12519745,12928201,13246564,12385524,11702569,11043553,10527255,10269659,9874367,9580076,9692932,10176274,10561736,10359032,10372749,10013846,10265145,10316037,10401499,10711732,10854113,10951151,11511339,10394715,9688806,9586240,9634367,9862572,10012173,10316763,10362735
MA,14 St-Union Square,Manhattan CBD Transfer,,,,22831142,22459725,23145686,22347590,22516448,22849718,21766662,21972664,21081858,20831171,18989296,17877008,17458025,16864720,16293519,15276436,14344201,14191136,14577496,14700392,13916763,13844173,13326081,13481758,13333384,14179258,15608951,16748178,17494796,15888015,15096468,14121465,13759039,14228614,15155079,15738464,16122998,16406170
MA,34 St-Herald Square,Manhattan CBD Transfer,,,,33177383,32550340,32577051,31295775,31924300,30806092,29397739,30937644,31757740,32405215,29574856,28294432,27072564,25631744,25144426,23886616,23164232,22902287,23869053,24710297,22796772,23636476,23308148,23687747,23439885,22998958,22988375,22771834,22266512,22425354,20745428,19719339,20501159,21934299,23319368,23313307,23833114,24300410
MA,Times Sq-42 St/PABT,Manhattan CBD Transfer,,,,60844479,60695449,61699499,60682324,63153684,61789803,55419863,56961093,54959799,55336845,50511126,48353612,43875274,42520658,39982644,36982138,33624066,33443763,34913648,35657236,35236398,35001494,33893936,35108682,35050824,35544497,36161433,37091028,37627567,35378256,33695482,32655526,32534302,33411954,35550509,36241178,37012367,38355401
MA,42 St-Bryant Pk/5 Av,Manhattan CBD Transfer,,,,17567882,17317854,17449912,16838407,17103233,16788120,15735113,16392755,18588294,18082982,16547952,15281686,14187451,13800357,13531578,12760122,12287000,12316210,12940290,13768943,13666871,13975689,13848833,13586169,13381811,12583714,11391579,10558241,9971722,12087047,11477581,10566351,10248520,10196349,10554203,10523004,10797956,11201765
MA,Grand Central-42 St,Manhattan CBD Transfer,,,,39361056,38692377,39454597,38610608,40827236,40819262,39067142,41314629,41312843,41470627,38182799,35221745,33400454,32136519,31865033,30604700,29614727,29979697,31335335,32652012,31219190,31856105,31140668,31198243,31455888,32032705,33335356,34586672,34811521,34512896,32613327,30150159,29358802,29917936,31465268,31491751,32155918,31998302
MA,Lexington Av-53 St/51 St,Manhattan CBD Transfer,,,,15112860,16543888,17404677,16946286,17940048,18303597,17284898,18548374,19025143,19838473,18862518,17644816,16933025,16443295,16073699,15526429,15158814,15618785,17044340,17937031,17221946,17576660,17418868,17475553,17670556,17584253,17876546,18174072,18601042,18623072,17239536,15986062,15448994,15379625,16045826,16258576,15934616,16544203
MA,59 St-Columbus Circle,Manhattan CBD Transfer,,,,13548384,13557711,13881853,13154329,13240619,12727592,11653896,12130914,12514805,12897290,12321333,11656430,10989246,10818088,10745799,10231059,10067704,10077918,10901206,11579906,11378429,11609536,11278190,11402903,11400989,11006090,10775682,10627375,10875098,11230799,10592284,10540367,10616937,11000272,11851808,12072763,12404245,12797316
MA,Lexington Av/59 St,Manhattan CBD Transfer,,,,10194094,10538449,11443964,11967646,12770504,13551443,14479443,15537931,15816173,16609159,15516652,14907195,14612088,14157605,14277004,13795209,13552749,13976987,14606078,14897488,14190996,14481128,14289820,14479701,14284428,14422876,14854485,15616948,15616466,14976062,13275288,12027568,11041850,11317278,11844294,12087411,13246112,13233601
,Manhattan CBD Total,Manhattan CBD Transfer,,,,309574617,309220155,315193832,308674861,316239979,310867181,291736644,303001171,305884465,311015904,289625742,274609815,260723963,252720066,246896349,236239410,226977965,227881249,239444343,248624644,242215803,248415436,244862700,249356803,248198857,248572926,254063678,258551664,259150352,252921547,239056423,226394779,223721549,229532241,240925646,242201018,246066268,250883741
MA,168 St-Washington Heights,Upper Manhattan and Bronx Transfer,,,,6221136,6390791,6712361,5392046,5667790,5477918,5044238,4554944,4289940,4406479,4152721,3975267,3786353,3677895,3705481,3608989,3454817,3410224,3580770,3728683,3715205,3852740,3752822,3966181,3938450,3913776,4072340,4230204,4310146,4245146,4012285,3931555,3941475,4145903,4356078,4399642,4434363,4255370
BX,149 St-Grand Concourse,Upper Manhattan and Bronx Transfer,,,,1813075,1853849,1898783,1845923,1830552,1731468,1630252,1647130,1667226,1713907,1627950,1597480,1494784,1474430,1484634,1379951,1385268,1495452,1600567,1572529,1510093,1561147,1508035,1607417,1634313,1736390,1811753,1842958,1870685,1861955,1790533,1732665,1757934,1840382,1923538,1908627,1886186,1932506
BX,161 St-Yankee Stadium,Upper Manhattan and Bronx Transfer,,,,6113538,6725039,6679386,6579182,6147949,6093639,5547800,5819447,6010526,6376879,5606887,5545070,5412513,5399618,4812836,4476369,4714941,4646032,4822582,4881749,4760551,4761008,4422514,4547648,4388750,4579367,4611571,4696002,4787106,4473021,4492307,4456813,4506654,4797366,4869059,4902201,5174881,5190387
