borough,segment,full_station_name,transfer_segment,transfer_station_name,line_designators,station_name,line,annual_ridership,year
M,Lexington Av (Non-CBD),"86 St (4,5,6)",,,"['4', '5', '6']",86 St,5,15436360.0,1998
M,Lexington Av (Non-CBD),"86 St (4,5,6)",,,"['4', '5', '6']",86 St,6,15436360.0,1998
M,Lexington Av (Non-CBD),96 St (6),,,['6'],96 St,6,5860764.0,1998
M,Lexington Av (Non-CBD),103 St (6),,,['6'],103 St,6,3598220.0,1998
M,Lexington Av (Non-CBD),110 St (6),,,['6'],110 St,6,2728321.0,1998
M,Lexington Av (Non-CBD),116 St (6),,,['6'],116 St,6,3196229.0,1998
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,4,5409808.0,1998
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,5,5409808.0,1998
M,Lexington Av (Non-CBD),"125 St (4,5,6)",,,"['4', '5', '6']",125 St,6,5409808.0,1998
Bx,Jerome Av,"138 St-Grand Concourse (4,5)",,,"['4', '5']",138 St-Grand Concourse,4,642976.0,1998
Bx,Jerome Av,"138 St-Grand Concourse (4,5)",,,"['4', '5']",138 St-Grand Concourse,5,642976.0,1998
Bx,Jerome Av,167 St (4),,,['4'],167 St,4,2040036.0,1998
Bx,Jerome Av,170 St (4),,,['4'],170 St,4,1834615.0,1998
Bx,Jerome Av,Mt Eden Av (4),,,['4'],Mt Eden Av,4,1284752.0,1998
Bx,Jerome Av,176 St (4),,,['4'],176 St,4,1256701.0,1998
Bx,Jerome Av,Burnside Av (4),,,['4'],Burnside Av,4,2454812.0,1998
Bx,Jerome Av,183 St (4),,,['4'],183 St,4,1392781.0,1998
Bx,Jerome Av,Fordham Rd (4),,,['4'],Fordham Rd,4,2431497.0,1998
Bx,Jerome Av,Kingsbridge Rd (4),,,['4'],Kingsbridge Rd,4,2145017.0,1998
Bx,Jerome Av,Bedford Park Blvd-Lehman College (4),,,['4'],Bedford Park Blvd-Lehman College,4,1118074.0,1998
Bx,Jerome Av,Mosholu Pkwy (4),,,['4'],Mosholu Pkwy,4,2182682.0,1998
Bx,Jerome Av,Woodlawn (4),,,['4'],Woodlawn,4,1226742.0,1998
Bx,White Plains Rd,"3 Av-149 St (2,5)",,,"['2', '5']",3 Av-149 St,2,4856638.0,1998
Bx,White Plains Rd,"3 Av-149 St (2,5)",,,"['2', '5']",3 Av-149 St,5,4856638.0,1998
Bx,White Plains Rd,"Jackson Av (2,5)",,,"['2', '5']",Jackson Av,2,937999.0,1998
Bx,White Plains Rd,"Jackson Av (2,5)",,,"['2', '5']",Jackson Av,5,937999.0,1998
Bx,White Plains Rd,"Prospect Av (2,5)",,,"['2', '5']",Prospect Av,2,1376757.0,1998
Bx,White Plains Rd,"Prospect Av (2,5)",,,"['2', '5']",Prospect Av,5,1376757.0,1998
Bx,White Plains Rd,"Intervale Av (2,5)",,,"['2', '5']",Intervale Av,2,533145.0,1998
Bx,White Plains Rd,"Intervale Av (2,5)",,,"['2', '5']",Intervale Av,5,533145.0,1998
Bx,White Plains Rd,"Simpson St (2,5)",,,"['2', '5']",Simpson St,2,1682397.0,1998
Bx,White Plains Rd,"Simpson St (2,5)",,,"['2', '5']",Simpson St,5,1682397.0,1998
Bx,White Plains Rd,"Freeman St (2,5)",,,"['2', '5']",Freeman St,2,678349.0,1998
Bx,White Plains Rd,"Freeman St (2,5)",,,"['2', '5']",Freeman St,5,678349.0,1998
Bx,White Plains Rd,"174 St (2,5)",,,"['2', '5']",174 St,2,1244202.0,1998
Bx,White Plains Rd,"174 St (2,5)",,,"['2', '5']",174 St,5,1244202.0,1998
Bx,White Plains Rd,"West Farms Sq-East Tremont Av (2,5)",,,"['2', '5']",West Farms Sq-East Tremont Av,2,1490323.0,1998
Bx,White Plains Rd,"West Farms Sq-East Tremont Av (2,5)",,,"['2', '5']",West Farms Sq-East Tremont Av,5,1490323.0,1998
Bx,White Plains Rd,"East 180 St (2,5)",,,"['2', '5']",East 180 St,2,1296706.0,1998
Bx,White Plains Rd,"East 180 St (2,5)",,,"['2', '5']",East 180 St,5,1296706.0,1998
Bx,White Plains Rd,"Bronx Park East (2,5)",,,"['2', '5']",Bronx Park East,2,436025.0,1998
Bx,White Plains Rd,"Bronx Park East (2,5)",,,"['2', '5']",Bronx Park East,5,436025.0,1998
Bx,White Plains Rd,"Pelham Pkwy (2,5)",,,"['2', '5']",Pelham Pkwy,2,1564393.0,1998
Bx,White Plains Rd,"Pelham Pkwy (2,5)",,,"['2', '5']",Pelham Pkwy,5,1564393.0,1998
Bx,White Plains Rd,"Allerton Av (2,5)",,,"['2', '5']",Allerton Av,2,1217642.0,1998
Bx,White Plains Rd,"Allerton Av (2,5)",,,"['2', '5']",Allerton Av,5,1217642.0,1998
Bx,White Plains Rd,"Burke Av (2,5)",,,"['2', '5']",Burke Av,2,801668.0,1998
Bx,White Plains Rd,"Burke Av (2,5)",,,"['2', '5']",Burke Av,5,801668.0,1998
Bx,White Plains Rd,"Gun Hill Rd (2,5)",,,"['2', '5']",Gun Hill Rd,2,1128878.0,1998
Bx,White Plains Rd,"Gun Hill Rd (2,5)",,,"['2', '5']",Gun Hill Rd,5,1128878.0,1998
Bx,White Plains Rd,"219 St (2,5)",,,"['2', '5']",219 St,2,675640.0,1998
Bx,White Plains Rd,"219 St (2,5)",,,"['2', '5']",219 St,5,675640.0,1998
Bx,White Plains Rd,"225 St (2,5)",,,"['2', '5']",225 St,2,826341.0,1998
Bx,White Plains Rd,"225 St (2,5)",,,"['2', '5']",225 St,5,826341.0,1998
Bx,White Plains Rd,"233 St (2,5)",,,"['2', '5']",233 St,2,1222232.0,1998
Bx,White Plains Rd,"233 St (2,5)",,,"['2', '5']",233 St,5,1222232.0,1998
Bx,White Plains Rd,"Nereid Av (2,5)",,,"['2', '5']",Nereid Av,2,709562.0,1998
Bx,White Plains Rd,"Nereid Av (2,5)",,,"['2', '5']",Nereid Av,5,709562.0,1998
Bx,White Plains Rd,Wakefield-241 St (2),,,['2'],Wakefield-241 St,2,1014530.0,1998
Bx,Dyre Av,Morris Park (5),,,['5'],Morris Park,5,422950.0,1998
Bx,Dyre Av,Pelham Pkwy (5),,,['5'],Pelham Pkwy,5,605027.0,1998
Bx,Dyre Av,Gun Hill Rd (5),,,['5'],Gun Hill Rd,5,1456385.0,1998
Bx,Dyre Av,Baychester Av (5),,,['5'],Baychester Av,5,876823.0,1998
Bx,Dyre Av,Eastchester-Dyre Av (5),,,['5'],Eastchester-Dyre Av,5,907969.0,1998
Bx,Pelham,3 Av-138 St (6),,,['6'],3 Av-138 St,6,1309163.0,1998
Bx,Pelham,Brook Av (6),,,['6'],Brook Av,6,1257845.0,1998
Bx,Pelham,Cypress Av (6),,,['6'],Cypress Av,6,667164.0,1998
Bx,Pelham,East 143 St-St Mary's St (6),,,['6'],East 143 St-St Mary's St,6,190324.0,1998
Bx,Pelham,East 149 St (6),,,['6'],East 149 St,6,886210.0,1998
Bx,Pelham,Longwood Av (6),,,['6'],Longwood Av,6,701655.0,1998
Bx,Pelham,Hunts Point Av (6),,,['6'],Hunts Point Av,6,2158528.0,1998
Bx,Pelham,Whitlock Av (6),,,['6'],Whitlock Av,6,304062.0,1998
Bx,Pelham,Elder Av (6),,,['6'],Elder Av,6,1406240.0,1998
Bx,Pelham,Morrison Av-Soundview (6),,,['6'],Morrison Av-Soundview,6,1511079.0,1998
Bx,Pelham,St Lawrence Av (6),,,['6'],St Lawrence Av,6,947337.0,1998
Bx,Pelham,Parkchester (6),,,['6'],Parkchester,6,3596368.0,1998
Bx,Pelham,Castle Hill Av (6),,,['6'],Castle Hill Av,6,1597051.0,1998
Bx,Pelham,Zerega Av (6),,,['6'],Zerega Av,6,456882.0,1998
Bx,Pelham,Westchester Sq-East Tremont Av (6),,,['6'],Westchester Sq-East Tremont Av,6,1107463.0,1998
Bx,Pelham,Middletown Rd (6),,,['6'],Middletown Rd,6,368307.0,1998
Bx,Pelham,Buhre Av (6),,,['6'],Buhre Av,6,627841.0,1998
Bx,Pelham,Pelham Bay Park (6),,,['6'],Pelham Bay Park,6,1316504.0,1998
M,Flushing (Manhattan),34 St-Hudson Yards (7),,,['7'],34 St-Hudson Yards,7,,1998
M,Broadway-60 St,Rector St (R),,,['R'],Rector St,R,1710253.0,1998
M,Broadway-60 St,Cortlandt St (R),,,['R'],Cortlandt St,R,6493394.0,1998
M,Broadway-60 St,City Hall (R),,,['R'],City Hall,R,2903088.0,1998
M,Broadway-60 St,"Prince St (N,R)",,,"['N', 'R']",Prince St,N,3188291.0,1998
M,Broadway-60 St,"Prince St (N,R)",,,"['N', 'R']",Prince St,R,3188291.0,1998
M,Broadway-60 St,"8 St-New York University (N,R)",,,"['N', 'R']",8 St-New York University,N,5140452.0,1998
M,Broadway-60 St,"8 St-New York University (N,R)",,,"['N', 'R']",8 St-New York University,R,5140452.0,1998
M,Broadway-60 St,"23 St (N,R)",,,"['N', 'R']",23 St,N,4544433.0,1998
M,Broadway-60 St,"23 St (N,R)",,,"['N', 'R']",23 St,R,4544433.0,1998
M,Broadway-60 St,"28 St (N,R)",,,"['N', 'R']",28 St,N,2578141.0,1998
M,Broadway-60 St,"28 St (N,R)",,,"['N', 'R']",28 St,R,2578141.0,1998
M,Broadway-60 St,"49 St (N,Q,R)",,,"['N', 'Q', 'R']",49 St,N,5512596.0,1998
M,Broadway-60 St,"49 St (N,Q,R)",,,"['N', 'Q', 'R']",49 St,Q,5512596.0,1998
M,Broadway-60 St,"49 St (N,Q,R)",,,"['N', 'Q', 'R']",49 St,R,5512596.0,1998
M,Broadway-60 St,"57 St-7 Av (N,Q,R)",,,"['N', 'Q', 'R']",57 St-7 Av,N,6504272.0,1998
M,Broadway-60 St,"57 St-7 Av (N,Q,R)",,,"['N', 'Q', 'R']",57 St-7 Av,Q,6504272.0,1998
M,Broadway-60 St,"57 St-7 Av (N,Q,R)",,,"['N', 'Q', 'R']",57 St-7 Av,R,6504272.0,1998
M,Broadway-60 St,"5 Av-59 St (N,Q,R)",,,"['N', 'Q', 'R']",5 Av-59 St,N,4025379.0,1998
M,Broadway-60 St,"5 Av-59 St (N,Q,R)",,,"['N', 'Q', 'R']",5 Av-59 St,Q,4025379.0,1998
M,Broadway-60 St,"5 Av-59 St (N,Q,R)",,,"['N', 'Q', 'R']",5 Av-59 St,R,4025379.0,1998
M,Nassau St,"Broad St (J,Z)",,,"['J', 'Z']",Broad St,J,1680011.0,1998
M,Nassau St,"Broad St (J,Z)",,,"['J', 'Z']",Broad St,Z,1680011.0,1998
M,Nassau St,"Bowery (J,Z)",,,"['J', 'Z']",Bowery,J,143875.0,1998
M,Nassau St,"Bowery (J,Z)",,,"['J', 'Z']",Bowery,Z,143875.0,1998
M,14 St,3 Av (L),,,['L'],3 Av,L,899948.0,1998
M,14 St,1 Av (L),,,['L'],1 Av,L,3382685.0,1998
M,6 Av,"Grand St (B,D)",,,"['B', 'D']",Grand St,B,7565225.0,1998
M,6 Av,"Grand St (B,D)",,,"['B', 'D']",Grand St,D,7565225.0,1998
M,6 Av,East Broadway (F),,,['F'],East Broadway,F,3311632.0,1998
M,6 Av,2 Av (F),,,['F'],2 Av,F,2996630.0,1998
M,6 Av,"23 St (F,M)",,,"['F', 'M']",23 St,F,5086805.0,1998
M,6 Av,"23 St (F,M)",,,"['F', 'M']",23 St,M,5086805.0,1998
M,6 Av,"47-50 Sts-Rockefeller Center (B,D,F,M)",,,"['B', 'D', 'F', 'M']",47-50 Sts-Rockefeller Center,B,16219834.0,1998
M,6 Av,"47-50 Sts-Rockefeller Center (B,D,F,M)",,,"['B', 'D', 'F', 'M']",47-50 Sts-Rockefeller Center,D,16219834.0,1998
M,6 Av,"47-50 Sts-Rockefeller Center (B,D,F,M)",,,"['B', 'D', 'F', 'M']",47-50 Sts-Rockefeller Center,F,16219834.0,1998
M,6 Av,"47-50 Sts-Rockefeller Center (B,D,F,M)",,,"['B', 'D', 'F', 'M']",47-50 Sts-Rockefeller Center,M,16219834.0,1998
M,8 Av,"Canal St (A,C,E)",,,"['A', 'C', 'E']",Canal St,A,4088512.0,1998
M,8 Av,"Canal St (A,C,E)",,,"['A', 'C', 'E']",Canal St,C,4088512.0,1998
M,8 Av,"Canal St (A,C,E)",,,"['A', 'C', 'E']",Canal St,E,4088512.0,1998
M,8 Av,"Spring St (C,E)",,,"['C', 'E']",Spring St,C,2339186.0,1998
M,8 Av,"Spring St (C,E)",,,"['C', 'E']",Spring St,E,2339186.0,1998
M,8 Av,"23 St (C,E)",,,"['C', 'E']",23 St,C,4667688.0,1998
M,8 Av,"23 St (C,E)",,,"['C', 'E']",23 St,E,4667688.0,1998
M,8 Av,"34 St-Penn Station (A,C,E)",,,"['A', 'C', 'E']",34 St-Penn Station,A,20237799.0,1998
M,8 Av,"34 St-Penn Station (A,C,E)",,,"['A', 'C', 'E']",34 St-Penn Station,C,20237799.0,1998
M,8 Av,"34 St-Penn Station (A,C,E)",,,"['A', 'C', 'E']",34 St-Penn Station,E,20237799.0,1998
M,8 Av,"50 St (C,E)",,,"['C', 'E']",50 St,C,4246821.0,1998
M,8 Av,"50 St (C,E)",,,"['C', 'E']",50 St,E,4246821.0,1998
M,53 St,"7 Av (B,D,E)",,,"['B', 'D', 'E']",7 Av,B,3880573.0,1998
M,53 St,"7 Av (B,D,E)",,,"['B', 'D', 'E']",7 Av,D,3880573.0,1998
M,53 St,"7 Av (B,D,E)",,,"['B', 'D', 'E']",7 Av,E,3880573.0,1998
M,53 St,"5 Av-53 St (E,M)",,,"['E', 'M']",5 Av-53 St,E,6485663.0,1998
M,53 St,"5 Av-53 St (E,M)",,,"['E', 'M']",5 Av-53 St,M,6485663.0,1998
M,63 St,57 St (F),,,['F'],57 St,F,2209971.0,1998
M,63 St,Lexington Av-63 St (F),,,['F'],Lexington Av-63 St,F,461268.0,1998
M,63 St,Roosevelt Island (F),,,['F'],Roosevelt Island,F,1212582.0,1998
M,2 Ave,72 St (Q),,,['Q'],72 St,Q,,1998
M,2 Ave,86 St (Q),,,['Q'],86 St,Q,,1998
M,2 Ave,96 St (Q),,,['Q'],96 St,Q,,1998
M,8 Av/Central Pk W,"72 St (B,C)",,,"['B', 'C']",72 St,B,1688084.0,1998
M,8 Av/Central Pk W,"72 St (B,C)",,,"['B', 'C']",72 St,C,1688084.0,1998
M,8 Av/Central Pk W,"81 St-Museum of Natural History (B,C)",,,"['B', 'C']",81 St-Museum of Natural History,B,2182199.0,1998
M,8 Av/Central Pk W,"81 St-Museum of Natural History (B,C)",,,"['B', 'C']",81 St-Museum of Natural History,C,2182199.0,1998
M,8 Av/Central Pk W,"86 St (B,C)",,,"['B', 'C']",86 St,B,2226072.0,1998
M,8 Av/Central Pk W,"86 St (B,C)",,,"['B', 'C']",86 St,C,2226072.0,1998
M,8 Av/Central Pk W,"96 St (B,C)",,,"['B', 'C']",96 St,B,1803103.0,1998
M,8 Av/Central Pk W,"96 St (B,C)",,,"['B', 'C']",96 St,C,1803103.0,1998
M,8 Av/Central Pk W,"103 St (B,C)",,,"['B', 'C']",103 St,B,1071782.0,1998
M,8 Av/Central Pk W,"103 St (B,C)",,,"['B', 'C']",103 St,C,1071782.0,1998
M,8 Av/Central Pk W,"Cathedral Pkwy-110 St (B,C)",,,"['B', 'C']",Cathedral Pkwy-110 St,B,1540169.0,1998
M,8 Av/Central Pk W,"Cathedral Pkwy-110 St (B,C)",,,"['B', 'C']",Cathedral Pkwy-110 St,C,1540169.0,1998
M,8 Av/Central Pk W,"116 St (B,C)",,,"['B', 'C']",116 St,B,1286814.0,1998
M,8 Av/Central Pk W,"116 St (B,C)",,,"['B', 'C']",116 St,C,1286814.0,1998
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,A,5006576.0,1998
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,B,5006576.0,1998
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,C,5006576.0,1998
M,8 Av/Central Pk W,"125 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",125 St,D,5006576.0,1998
M,8 Av/Central Pk W,"135 St (B,C)",,,"['B', 'C']",135 St,B,1058949.0,1998
M,8 Av/Central Pk W,"135 St (B,C)",,,"['B', 'C']",135 St,C,1058949.0,1998
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,A,4668128.0,1998
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,B,4668128.0,1998
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,C,4668128.0,1998
M,8 Av/Central Pk W,"145 St (A,B,C,D)",,,"['A', 'B', 'C', 'D']",145 St,D,4668128.0,1998
M,Washington Heights,155 St (C),,,['C'],155 St,C,579005.0,1998
M,Washington Heights,163 St-Amsterdam Av (C),,,['C'],163 St-Amsterdam Av,C,835760.0,1998
M,Washington Heights,175 St (A),,,['A'],175 St,A,3022974.0,1998
M,Washington Heights,181 St (A),,,['A'],181 St,A,2569519.0,1998
M,Washington Heights,190 St (A),,,['A'],190 St,A,1002048.0,1998
M,Washington Heights,Dyckman St (A),,,['A'],Dyckman St,A,1701977.0,1998
M,Washington Heights,Inwood-207 St (A),,,['A'],Inwood-207 St,A,1776515.0,1998
M,Concourse,"155 St (B,D)",,,"['B', 'D']",155 St,B,941841.0,1998
M,Concourse,"155 St (B,D)",,,"['B', 'D']",155 St,D,941841.0,1998
Bx,Concourse,"167 St (B,D)",,,"['B', 'D']",167 St,B,2089530.0,1998
Bx,Concourse,"167 St (B,D)",,,"['B', 'D']",167 St,D,2089530.0,1998
Bx,Concourse,"170 St (B,D)",,,"['B', 'D']",170 St,B,1556528.0,1998
Bx,Concourse,"170 St (B,D)",,,"['B', 'D']",170 St,D,1556528.0,1998
Bx,Concourse,"174-175 Sts (B,D)",,,"['B', 'D']",174-175 Sts,B,1238426.0,1998
Bx,Concourse,"174-175 Sts (B,D)",,,"['B', 'D']",174-175 Sts,D,1238426.0,1998
Bx,Concourse,"Tremont Av (B,D)",,,"['B', 'D']",Tremont Av,B,1945230.0,1998
Bx,Concourse,"Tremont Av (B,D)",,,"['B', 'D']",Tremont Av,D,1945230.0,1998
Bx,Concourse,"182-183 Sts (B,D)",,,"['B', 'D']",182-183 Sts,B,1232006.0,1998
Bx,Concourse,"182-183 Sts (B,D)",,,"['B', 'D']",182-183 Sts,D,1232006.0,1998
Bx,Concourse,"Fordham Rd (B,D)",,,"['B', 'D']",Fordham Rd,B,2712605.0,1998
Bx,Concourse,"Fordham Rd (B,D)",,,"['B', 'D']",Fordham Rd,D,2712605.0,1998
Bx,Concourse,"Kingsbridge Rd (B,D)",,,"['B', 'D']",Kingsbridge Rd,B,2018498.0,1998
Bx,Concourse,"Kingsbridge Rd (B,D)",,,"['B', 'D']",Kingsbridge Rd,D,2018498.0,1998
Bx,Concourse,"Bedford Park Blvd (B,D)",,,"['B', 'D']",Bedford Park Blvd,B,1496873.0,1998
Bx,Concourse,"Bedford Park Blvd (B,D)",,,"['B', 'D']",Bedford Park Blvd,D,1496873.0,1998
Bx,Concourse,Norwood-205 St (D),,,['D'],Norwood-205 St,D,1993644.0,1998
B,New Lots,New Lots Av (3),,,['3'],New Lots Av,3,1272652.0,1998
B,New Lots,Van Siclen Av (3),,,['3'],Van Siclen Av,3,815986.0,1998
B,New Lots,Pennsylvania Av (3),,,['3'],Pennsylvania Av,3,1450536.0,1998
B,New Lots,Junius St (3),,,['3'],Junius St,3,500904.0,1998
B,New Lots,Rockaway Av (3),,,['3'],Rockaway Av,3,1490929.0,1998
B,New Lots,Saratoga Av (3),,,['3'],Saratoga Av,3,1491289.0,1998
B,New Lots,Sutter Av-Rutland Rd (3),,,['3'],Sutter Av-Rutland Rd,3,1827912.0,1998
B,New Lots,"Crown Heights-Utica Av (3,4)",,,"['3', '4']",Crown Heights-Utica Av,3,7909422.0,1998
B,New Lots,"Crown Heights-Utica Av (3,4)",,,"['3', '4']",Crown Heights-Utica Av,4,7909422.0,1998
B,New Lots,Kingston Av (3),,,['3'],Kingston Av,3,1404648.0,1998
B,New Lots,Nostrand Av (3),,,['3'],Nostrand Av,3,1082019.0,1998
B,Nostrand Av,"Flatbush Av-Brooklyn College (2,5)",,,"['2', '5']",Flatbush Av-Brooklyn College,2,5008658.0,1998
B,Nostrand Av,"Flatbush Av-Brooklyn College (2,5)",,,"['2', '5']",Flatbush Av-Brooklyn College,5,5008658.0,1998
B,Nostrand Av,"Newkirk Av (2,5)",,,"['2', '5']",Newkirk Av,2,2299639.0,1998
B,Nostrand Av,"Newkirk Av (2,5)",,,"['2', '5']",Newkirk Av,5,2299639.0,1998
B,Nostrand Av,"Beverly Rd (2,5)",,,"['2', '5']",Beverly Rd,2,1167455.0,1998
B,Nostrand Av,"Beverly Rd (2,5)",,,"['2', '5']",Beverly Rd,5,1167455.0,1998
B,Nostrand Av,"Church Av (2,5)",,,"['2', '5']",Church Av,2,2632760.0,1998
B,Nostrand Av,"Church Av (2,5)",,,"['2', '5']",Church Av,5,2632760.0,1998
B,Nostrand Av,"Winthrop St (2,5)",,,"['2', '5']",Winthrop St,2,1601824.0,1998
B,Nostrand Av,"Winthrop St (2,5)",,,"['2', '5']",Winthrop St,5,1601824.0,1998
B,Nostrand Av,"Sterling St (2,5)",,,"['2', '5']",Sterling St,2,1506229.0,1998
B,Nostrand Av,"Sterling St (2,5)",,,"['2', '5']",Sterling St,5,1506229.0,1998
B,Nostrand Av,"President St (2,5)",,,"['2', '5']",President St,2,815508.0,1998
B,Nostrand Av,"President St (2,5)",,,"['2', '5']",President St,5,815508.0,1998
B,Eastern Pkwy,"Eastern Pkwy-Brooklyn Museum (2,3)",,,"['2', '3']",Eastern Pkwy-Brooklyn Museum,2,1339517.0,1998
B,Eastern Pkwy,"Eastern Pkwy-Brooklyn Museum (2,3)",,,"['2', '3']",Eastern Pkwy-Brooklyn Museum,3,1339517.0,1998
B,Eastern Pkwy,"Grand Army Plaza (2,3)",,,"['2', '3']",Grand Army Plaza,2,2225302.0,1998
B,Eastern Pkwy,"Grand Army Plaza (2,3)",,,"['2', '3']",Grand Army Plaza,3,2225302.0,1998
B,Eastern Pkwy,"Bergen St (2,3)",,,"['2', '3']",Bergen St,2,929202.0,1998
B,Eastern Pkwy,"Bergen St (2,3)",,,"['2', '3']",Bergen St,3,929202.0,1998
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,2,3435196.0,1998
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,3,3435196.0,1998
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,4,3435196.0,1998
B,Eastern Pkwy,"Nevins St (2,3,4,5)",,,"['2', '3', '4', '5']",Nevins St,5,3435196.0,1998
B,Eastern Pkwy,"Hoyt St (2,3)",,,"['2', '3']",Hoyt St,2,1572982.0,1998
B,Eastern Pkwy,"Hoyt St (2,3)",,,"['2', '3']",Hoyt St,3,1572982.0,1998
B,Eastern Pkwy,"Clark St (2,3)",,,"['2', '3']",Clark St,2,1311839.0,1998
B,Eastern Pkwy,"Clark St (2,3)",,,"['2', '3']",Clark St,3,1311839.0,1998
B,4 Av,Bay Ridge-95 St (R),,,['R'],Bay Ridge-95 St,R,1371119.0,1998
B,4 Av,86 St (R),,,['R'],86 St,R,2056988.0,1998
B,4 Av,77 St (R),,,['R'],77 St,R,1171615.0,1998
B,4 Av,Bay Ridge Av (R),,,['R'],Bay Ridge Av,R,1838419.0,1998
B,4 Av,"59 St (N,R)",,,"['N', 'R']",59 St,N,2228814.0,1998
B,4 Av,"59 St (N,R)",,,"['N', 'R']",59 St,R,2228814.0,1998
B,4 Av,53 St (R),,,['R'],53 St,R,1750605.0,1998
B,4 Av,45 St (R),,,['R'],45 St,R,1669877.0,1998
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,D,2332393.0,1998
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,N,2332393.0,1998
B,4 Av,"36 St (D,N,R)",,,"['D', 'N', 'R']",36 St,R,2332393.0,1998
B,4 Av,25 St (R),,,['R'],25 St,R,835456.0,1998
B,4 Av,Prospect Av (R),,,['R'],Prospect Av,R,1262219.0,1998
B,4 Av,Union St (R),,,['R'],Union St,R,1325834.0,1998
B,Sea Beach,86 St (N),,,['N'],86 St,N,322821.0,1998
B,Sea Beach,Avenue U (N),,,['N'],Avenue U,N,385269.0,1998
B,Sea Beach,Kings Hwy (N),,,['N'],Kings Hwy,N,645783.0,1998
B,Sea Beach,Bay Pkwy (N),,,['N'],Bay Pkwy,N,871147.0,1998
B,Sea Beach,20 Av (N),,,['N'],20 Av,N,687563.0,1998
B,Sea Beach,18 Av (N),,,['N'],18 Av,N,684817.0,1998
B,Sea Beach,Fort Hamilton Pkwy (N),,,['N'],Fort Hamilton Pkwy,N,903793.0,1998
B,Sea Beach,8 Av (N),,,['N'],8 Av,N,1215069.0,1998
B,West End,Bay 50 St (D),,,['D'],Bay 50 St,D,722811.0,1998
B,West End,25 Av (D),,,['D'],25 Av,D,1081868.0,1998
B,West End,Bay Pkwy (D),,,['D'],Bay Pkwy,D,1701120.0,1998
B,West End,20 Av (D),,,['D'],20 Av,D,1198356.0,1998
B,West End,18 Av (D),,,['D'],18 Av,D,1164072.0,1998
B,West End,79 St (D),,,['D'],79 St,D,1178998.0,1998
B,West End,71 St (D),,,['D'],71 St,D,1231497.0,1998
B,West End,55 St (D),,,['D'],55 St,D,706378.0,1998
B,West End,50 St (D),,,['D'],50 St,D,973405.0,1998
B,West End,Fort Hamilton Pkwy (D),,,['D'],Fort Hamilton Pkwy,D,1121820.0,1998
B,West End,9 Av (D),,,['D'],9 Av,D,1345481.0,1998
B,Brighton,Ocean Pkwy (Q),,,['Q'],Ocean Pkwy,Q,754454.0,1998
B,Brighton,"Brighton Beach (B,Q)",,,"['B', 'Q']",Brighton Beach,B,2705516.0,1998
B,Brighton,"Brighton Beach (B,Q)",,,"['B', 'Q']",Brighton Beach,Q,2705516.0,1998
B,Brighton,"Sheepshead Bay (B,Q)",,,"['B', 'Q']",Sheepshead Bay,B,3169816.0,1998
B,Brighton,"Sheepshead Bay (B,Q)",,,"['B', 'Q']",Sheepshead Bay,Q,3169816.0,1998
B,Brighton,Neck Rd (Q),,,['Q'],Neck Rd,Q,943725.0,1998
B,Brighton,Avenue U (Q),,,['Q'],Avenue U,Q,1877324.0,1998
B,Brighton,"Kings Hwy (B,Q)",,,"['B', 'Q']",Kings Hwy,B,4200704.0,1998
B,Brighton,"Kings Hwy (B,Q)",,,"['B', 'Q']",Kings Hwy,Q,4200704.0,1998
B,Brighton,Avenue M (Q),,,['Q'],Avenue M,Q,1403160.0,1998
B,Brighton,Avenue J (Q),,,['Q'],Avenue J,Q,1529566.0,1998
B,Brighton,Avenue H (Q),,,['Q'],Avenue H,Q,706055.0,1998
B,Brighton,"Newkirk Plaza (B,Q)",,,"['B', 'Q']",Newkirk Plaza,B,2352391.0,1998
B,Brighton,"Newkirk Plaza (B,Q)",,,"['B', 'Q']",Newkirk Plaza,Q,2352391.0,1998
B,Brighton,Cortelyou Rd (Q),,,['Q'],Cortelyou Rd,Q,1490237.0,1998
B,Brighton,Beverley Rd (Q),,,['Q'],Beverley Rd,Q,766406.0,1998
B,Brighton,"Church Av (B,Q)",,,"['B', 'Q']",Church Av,B,4218228.0,1998
